id,zipcode,floors,housetype,garage,lotarea,livingarea,Nbathroom,yearbuilt,yrremodeled,yearsale,monthsale,price
2707,27131,1,Bungalow,,1734,863,1,1968,1981,2003,7,233500
2708,27115,1,Bungalow,240,2887,1258,1,1962,,2000,10,383500
2709,27115,1,Bungalow,397,3044,1238,1,1963,1976,2002,4,386000
2710,27134,2,Detached,,1548,2243,2,1984,,2003,3,311000
2711,27121,3,Cottage,243,1803,3414,3,1961,1987,1996,5,639000
2712,27134,2,Farm,,858,1402,1,1969,,1998,9,187500
2713,27119,1,Bungalow,230,2150,1078,1,1965,1987,1998,12,272000
2714,27137,2,Cottage,,1460,1537,2,1986,,2004,3,382000
2715,27134,1,Bungalow,233,1999,1156,1,1972,1988,1995,7,265000
2716,27119,1,Bungalow,,2277,1231,1,1969,1984,2004,5,330000
2717,27119,2,Detached,,798,1121,2,1971,,1996,5,192500
2718,27137,1,Bungalow,,880,590,1,1972,,1998,7,119000
2719,27134,1,Bungalow,,1740,1148,1,1977,,1996,12,227500
2720,27127,1,Bungalow,,1213,910,1,1968,,1995,1,109000
2721,27121,2,Town,,1454,1506,2,1975,,2002,10,347500
2722,27115,3,Detached,294,2127,2902,3,1976,,1996,6,656000
2723,27134,3,Ranch,253,2091,4157,3,1979,,1995,5,621500
2724,27134,1,Bungalow,,1608,1198,1,1972,,1998,3,222500
2725,27134,2,Farm,,1144,1850,2,1968,,2003,10,197500
2726,27115,2,Cottage,,1015,1273,2,1988,,1999,4,341500
2727,27119,2,Detached,348,2886,2960,2,1984,,2003,1,671000
2728,27134,2,Town,,915,1310,2,1984,,2002,9,189500
2729,27133,2,Cottage,,1770,2297,2,1968,1987,2001,9,308500
2730,27127,2,Detached,,1325,2049,2,1976,,1997,2,216000
2731,27131,2,Town,,1074,1197,2,1984,,1998,5,260000
2732,27133,1,Bungalow,,813,658,1,1973,,2001,4,90000
2733,27137,3,Detached,337,2632,4270,3,1967,1988,1999,6,768000
2734,27137,1,Bungalow,,898,597,1,1964,1985,2000,10,142000
2735,27133,2,Farm,,1784,1917,2,1963,1984,1996,12,356500
2736,27127,2,Detached,,1363,2181,2,1965,,1996,9,209500
2737,27133,1,Bungalow,,774,622,1,1960,1983,2003,5,92500
2738,27133,1,Bungalow,,1324,1110,1,1968,,2001,11,141000
2739,27119,2,Town,,1408,1593,2,1961,,1999,3,236000
2740,27119,1,Bungalow,195,2707,1259,1,1985,,1996,8,412000
2741,27137,2,Detached,223,1800,2071,2,1967,1979,1996,8,373500
2742,27133,2,Town,,743,1113,1,1968,,2000,1,121000
2743,27121,1,Bungalow,304,3055,1562,1,1964,1980,2003,5,461000
2744,27131,1,Bungalow,278,2440,1280,1,1966,1986,1996,5,335000
2745,27131,2,Ranch,,1072,1199,1,1978,,1997,2,226000
2746,27121,2,Farm,,1222,1579,2,1983,,2001,1,375000
2747,27131,2,Town,193,1425,1861,1,1969,1986,1998,10,344500
2748,27119,2,Detached,,2740,2722,1,1987,,2004,10,626500
2749,27137,3,Town,,1879,3105,3,1972,,1999,6,529500
2750,27119,2,Detached,,1457,1588,2,1983,,2001,3,342500
2751,27131,2,Cottage,224,2056,2220,2,1973,,2003,9,400000
2752,27115,3,Detached,,1063,1754,3,1969,1989,1997,3,425000
2753,27121,1,Bungalow,342,3065,1286,1,1962,,1995,2,345000
2754,27121,2,Detached,332,2451,2788,1,1986,,1995,9,681500
2755,27115,2,Cottage,336,3517,3031,1,1972,,1996,10,756000
2756,27137,2,Cottage,,1242,1651,3,1970,,2002,2,265500
2757,27137,1,Bungalow,,1621,895,1,1987,,1997,2,251500
2758,27119,3,Town,259,1897,3875,3,1966,1983,1995,7,664500
2759,27127,2,Farm,,1292,2081,2,1977,,2002,7,235500
2760,27134,1,Bungalow,,1072,771,1,1975,,2003,1,118500
2761,27119,3,Town,,1305,2015,3,1975,,2004,3,350000
2762,27131,2,Ranch,212,2152,2131,2,1982,,1996,1,481000
2763,27137,2,Farm,,893,1074,3,1986,,1997,2,220000
2764,27134,2,Cottage,,646,1007,2,1985,,2000,9,137500
2765,27121,3,Cottage,,1116,2014,3,1975,,2002,4,385500
2766,27137,2,Town,,1043,1234,1,1972,,1995,12,210000
2767,27137,1,Bungalow,234,2612,1353,1,1963,1986,1997,6,337500
2768,27127,2,Farm,,1355,2112,2,1972,,1995,9,224000
2769,27133,1,Bungalow,,772,607,1,1982,,2001,9,101000
2770,27137,2,Detached,251,2332,2997,3,1965,,2003,6,520500
2771,27121,2,Town,239,3135,2599,1,1965,,1998,11,570000
2772,27133,2,Cottage,,2028,2483,1,1962,,1997,10,423000
2773,27134,1,Bungalow,,1207,779,1,1975,,2002,3,117000
2774,27131,2,Farm,,1678,2235,1,1968,1980,1998,4,378500
2775,27127,1,Bungalow,,738,558,1,1975,,2002,2,74000
2776,27115,2,Farm,,1786,1448,2,1965,,2003,1,345500
2777,27137,1,Bungalow,,1373,775,1,1974,,1999,11,189500
2778,27134,2,Town,,1422,1897,2,1977,,2003,9,245500
2779,27121,2,Detached,,1430,1444,3,1982,,2004,2,355000
2780,27115,2,Town,235,2064,2211,1,1963,1977,1997,9,518500
2781,27119,2,Cottage,,939,1095,2,1966,,1996,7,178500
2782,27121,2,Cottage,232,2228,2196,2,1974,,1996,12,473500
2783,27134,2,Ranch,,1719,2052,2,1978,,1998,3,329500
2784,27137,2,Town,299,2289,2535,2,1978,,1998,10,515500
2785,27137,2,Detached,,848,1032,2,1960,1979,1998,6,170500
2786,27119,3,Cottage,,1078,1921,3,1971,1987,2000,9,349500
2787,27137,1,Bungalow,,1977,1027,1,1987,,2002,12,323000
2788,27121,3,Detached,245,1611,2686,3,1971,,2002,6,477500
2789,27137,2,Detached,193,2317,2330,2,1967,,2003,1,439000
2790,27131,2,Detached,,1168,1743,1,1966,,2000,9,279500
2791,27137,2,Detached,309,2235,2752,2,1960,1982,1999,5,470000
2792,27137,3,Detached,,2016,4019,3,1989,,1997,7,902500
2793,27119,2,Detached,,777,1017,2,1978,,2004,9,215500
2794,27137,2,Ranch,196,1789,1708,2,1966,,2003,1,304500
2795,27115,2,Ranch,328,2278,2142,2,1960,1974,2003,5,499000
2796,27134,2,Cottage,,826,1356,2,1986,,2003,12,201000
2797,27121,2,Cottage,363,2381,2710,2,1978,,1999,10,673500
2798,27134,2,Cottage,,1584,2071,2,1968,,2000,12,231000
2799,27137,2,Detached,,928,1250,2,1985,,1998,2,268000
2800,27134,2,Farm,,1786,2258,2,1975,,1996,2,380000
2801,27137,2,Detached,269,2564,2941,1,1966,,1996,10,484500
2802,27121,2,Detached,,990,1312,2,1965,1982,2001,6,251500
2803,27119,3,Ranch,268,2274,3792,3,1978,,2004,3,693500
2804,27133,2,Farm,339,2492,2631,3,1973,,1997,6,521500
2805,27133,2,Detached,,750,1061,1,1961,,2004,5,109000
2806,27131,2,Detached,293,2566,2459,2,1961,,2002,1,425500
2807,27134,2,Detached,,1246,1822,2,1983,,1997,2,329500
2808,27133,1,Bungalow,,913,608,1,1989,,2004,8,117000
2809,27131,3,Detached,,1934,3241,3,1989,,2000,1,720500
2810,27134,2,Detached,278,2032,2799,2,1971,1989,1996,12,514500
2811,27119,2,Detached,,1490,2046,1,1966,,1997,1,318000
2812,27115,3,Detached,200,1965,3958,3,1966,1982,1995,10,851500
2813,27133,2,Cottage,,986,1506,1,1973,,2003,8,190000
2814,27137,2,Detached,214,2116,2548,2,1974,,1995,1,474000
2815,27134,2,Farm,,1046,1375,2,1973,1987,2003,8,192500
2816,27131,2,Detached,,1613,1623,2,1980,,1998,2,318000
2817,27133,2,Town,,1134,1634,2,1974,,2002,4,193500
2818,27137,3,Town,213,1664,2672,3,1982,,1995,11,512000
2819,27115,3,Town,372,1980,3571,3,1975,,1995,7,727500
2820,27137,2,Detached,262,2720,2697,3,1966,1986,2001,6,515500
2821,27121,3,Ranch,,1771,2676,3,1984,,1998,11,584500
2822,27134,2,Cottage,,763,1065,2,1989,,2001,2,166000
2823,27137,2,Detached,,1461,1686,2,1962,1983,1999,10,307000
2824,27131,1,Bungalow,,902,625,1,1972,,2004,10,131000
2825,27131,3,Town,260,2172,3828,3,1981,,1998,9,689500
2826,27131,2,Town,345,2275,2973,2,1971,,1999,6,503500
2827,27134,2,Town,,1272,2041,2,1967,,2001,3,229000
2828,27119,2,Cottage,,1996,1959,2,1968,1984,2000,7,366500
2829,27121,1,Bungalow,216,1446,869,1,1962,,1999,7,185000
2830,27134,2,Cottage,,1875,2252,2,1989,,1996,12,468000
2831,27134,1,Bungalow,,973,832,1,1968,,2004,11,108000
2832,27134,2,Farm,,1508,2362,1,1961,,2004,11,243000
2833,27131,2,Ranch,232,2048,1980,2,1963,1981,1995,1,361000
2834,27137,2,Detached,,982,1451,1,1973,1985,1997,4,260000
2835,27131,1,Bungalow,296,2164,1453,1,1985,,1999,10,380500
2836,27137,2,Cottage,299,2019,2586,2,1965,,2002,12,439500
2837,27131,3,Detached,,1801,2811,3,1963,,1999,3,401500
2838,27137,2,Detached,,1081,1079,1,1977,,2003,11,224000
2839,27134,2,Cottage,,1415,1830,2,1976,,1999,4,300500
2840,27134,2,Farm,,1529,2389,2,1976,,2000,3,302500
2841,27131,2,Town,274,2512,2431,2,1961,,1996,11,382500
2842,27127,2,Farm,,872,1252,1,1980,,2002,1,154500
2843,27133,1,Bungalow,227,1987,1081,1,1961,,1998,8,220000
2844,27121,3,Town,249,1933,3329,3,1985,,2002,2,735500
2845,27134,1,Bungalow,,1186,810,1,1967,,2004,8,114000
2846,27121,3,Detached,198,1874,2245,3,1988,,1995,11,590500
2847,27119,2,Cottage,,1319,1800,2,1965,,1997,4,254500
2848,27134,2,Farm,,786,1262,2,1970,,2003,10,141000
2849,27133,3,Detached,,1128,2608,3,1984,,1996,6,505500
2850,27131,1,Bungalow,,856,520,1,1960,1987,2000,3,118000
2851,27119,2,Detached,,1493,1683,3,1976,,1996,1,308000
2852,27134,1,Bungalow,,1283,771,1,1977,,1996,10,170000
2853,27115,3,Detached,328,4005,4607,3,1961,1985,1995,8,993000
2854,27119,2,Farm,212,1947,2096,2,1978,,1997,7,418000
2855,27137,2,Cottage,,2497,2633,2,1960,,1999,5,404500
2856,27137,3,Detached,,1464,3525,3,1981,,1998,6,611500
2857,27134,1,Bungalow,,1857,1288,1,1972,,1996,9,228000
2858,27137,2,Ranch,258,2126,2959,2,1981,,1998,6,578500
2859,27133,2,Ranch,,1540,2142,1,1984,,2003,2,311000
2860,27137,2,Ranch,,1533,1516,2,1976,,1996,3,276000
2861,27134,2,Ranch,239,2078,2580,2,1985,,1999,3,469000
2862,27119,2,Detached,,1721,1907,2,1977,,2003,11,406500
2863,27134,2,Farm,,1260,1632,2,1960,,2001,6,162500
2864,27127,2,Farm,,1324,2282,1,1973,1989,1995,6,263500
2865,27127,2,Farm,,1218,1981,2,1981,,2000,1,236000
2866,27127,2,Farm,,1202,1737,2,1977,,1998,4,202000
2867,27133,1,Bungalow,,1484,1195,1,1961,,2001,3,141500
2868,27131,2,Ranch,,2014,2612,3,1977,,1995,5,449000
2869,27119,2,Farm,232,2673,2428,2,1974,,1998,9,452000
2870,27115,1,Bungalow,,1286,663,1,1977,,1999,9,239000
2871,27131,3,Detached,,1540,2691,3,1971,1987,1996,2,512500
2872,27127,2,Cottage,,682,1014,2,1979,,1999,3,127000
2873,27137,2,Farm,,981,1079,2,1977,,2004,3,220000
2874,27133,2,Ranch,,1783,1943,1,1969,,1996,5,349500
2875,27131,3,Cottage,,1260,2852,3,1980,,2004,7,548500
2876,27134,2,Town,,1293,1746,2,1961,1985,2002,10,216500
2877,27119,1,Bungalow,260,2768,1375,1,1986,,1995,5,403500
2878,27119,2,Town,,1786,1862,2,1980,,2001,12,369500
2879,27119,2,Cottage,,1162,1481,2,1972,,2000,2,241500
2880,27119,1,Bungalow,,1022,665,1,1970,,2004,5,148000
2881,27119,2,Cottage,229,1660,2015,2,1974,,1998,8,342000
2882,27137,2,Town,,986,1000,1,1962,1985,2000,9,193000
2883,27137,3,Cottage,209,2105,3523,3,1962,,1999,3,479500
2884,27121,1,Bungalow,,1756,1101,1,1971,,2003,10,303000
2885,27115,1,Bungalow,,795,548,1,1986,,2001,3,201000
2886,27137,2,Detached,,1774,2310,2,1978,,2000,3,452500
2887,27115,2,Detached,,848,1141,2,1963,1983,1998,9,246500
2888,27134,2,Cottage,,813,1087,2,1989,,1997,8,226000
2889,27121,1,Bungalow,280,3331,1439,1,1986,,1999,2,502500
2890,27127,2,Cottage,,941,1447,2,1966,,2001,5,150500
2891,27134,2,Farm,,1010,1440,2,1963,1983,1999,9,162500
2892,27119,1,Bungalow,212,2041,1408,1,1968,,2001,2,287000
2893,27131,3,Ranch,260,2782,3770,3,1963,,2003,5,546500
2894,27115,2,Detached,263,2592,2018,2,1970,,2003,11,494000
2895,27127,2,Farm,,1350,2074,2,1976,,2001,9,239000
2896,27134,2,Town,234,1960,2304,2,1981,,1997,1,390000
2897,27127,2,Farm,,1061,1736,1,1988,,1999,3,236500
2898,27119,2,Detached,,1147,1357,2,1979,,2004,12,289000
2899,27137,2,Detached,,969,1081,2,1985,,1997,2,240500
2900,27119,2,Detached,,1628,1906,1,1963,,2003,5,305500
2901,27133,2,Town,,1386,2008,2,1971,1986,2001,5,264000
2902,27119,1,Bungalow,,1545,860,1,1976,,2003,6,213000
2903,27133,2,Cottage,,969,1428,2,1987,,2004,8,221500
2904,27137,3,Cottage,,1164,1827,3,1965,,2002,12,290000
2905,27134,2,Cottage,,826,1038,3,1989,,1997,1,206000
2906,27119,2,Cottage,,1289,1624,2,1988,,1997,4,350000
2907,27131,1,Bungalow,243,2308,1309,1,1963,,1999,12,250000
2908,27134,2,Town,,1132,1454,2,1960,1988,2002,12,180000
2909,27137,2,Farm,218,2095,2013,2,1971,,2004,6,394000
2910,27133,2,Town,212,2781,2609,1,1985,,1997,8,652500
2911,27134,2,Farm,,1481,2112,2,1964,1985,1999,5,321000
2912,27127,2,Farm,,938,1365,2,1975,,2002,7,160500
2913,27131,2,Town,254,2174,2296,2,1984,,2004,1,534500
2914,27115,1,Bungalow,391,2876,1603,1,1984,,2004,3,583000
2915,27121,2,Ranch,,1474,1435,2,1988,,1995,5,423500
2916,27127,2,Farm,,1192,2030,1,1985,,1996,6,263500
2917,27131,2,Cottage,224,1993,2852,1,1969,1983,1998,3,493500
2918,27137,3,Ranch,195,1417,2932,3,1971,1984,1995,3,476000
2919,27131,3,Cottage,,1653,2876,3,1961,,2004,8,447000
2920,27121,2,Detached,296,2981,2418,2,1967,,2003,2,503000
2921,27133,2,Detached,,1221,1572,2,1981,,2002,2,220500
2922,27134,1,Bungalow,,1571,891,1,1987,,1998,10,249000
2923,27131,1,Bungalow,,1005,749,1,1986,,2001,12,189000
2924,27119,1,Bungalow,228,2527,1473,1,1986,,1999,11,425500
2925,27137,2,Detached,,1105,1370,2,1988,,2004,5,319000
2926,27137,1,Bungalow,,1724,1086,1,1980,,1996,11,281500
2927,27137,2,Cottage,,1051,1088,3,1984,,2000,1,248500
2928,27119,2,Farm,,1076,1350,2,1967,,2004,3,220500
2929,27115,3,Detached,191,1080,1828,3,1977,,2001,3,440500
2930,27133,2,Town,264,2269,2678,2,1986,,1995,12,653500
2931,27134,2,Town,,861,1364,2,1982,,2002,4,181000
2932,27119,2,Cottage,,1320,1440,3,1986,,2002,8,357000
2933,27137,3,Town,,1037,1933,3,1987,,2000,5,402500
2934,27133,2,Ranch,,1316,1605,2,1969,1981,1995,9,281500
2935,27131,1,Bungalow,,2149,1088,1,1966,,2003,2,257500
2936,27131,2,Detached,200,1530,2007,2,1965,,2000,7,314500
2937,27134,2,Detached,,2067,2538,2,1960,1979,1995,4,369500
2938,27133,2,Farm,,1275,1845,2,1983,,2004,4,271000
2939,27133,2,Town,,1437,2155,2,1983,,1999,10,291000
2940,27137,1,Bungalow,,812,638,1,1962,1985,1996,12,124500
2941,27119,3,Town,,897,1565,3,1971,,1998,8,235500
2942,27131,2,Detached,265,2344,2551,3,1974,,2003,7,469000
2943,27137,3,Cottage,,1063,1856,3,1962,,1996,2,240500
2944,27133,2,Detached,,776,1257,1,1971,,2002,7,149500
2945,27127,2,Farm,,1038,1480,1,1966,,2000,4,150000
2946,27133,1,Bungalow,,1322,931,1,1984,,2001,8,165500
2947,27137,2,Farm,205,2197,2335,3,1961,,1995,5,352500
2948,27127,2,Farm,,906,1422,2,1985,,1998,10,194500
2949,27137,2,Farm,,1248,1651,2,1984,,2000,9,353000
2950,27137,2,Detached,216,2170,2266,2,1964,,2000,11,401500
2951,27131,1,Bungalow,268,2957,1376,1,1981,,1997,10,379500
2952,27133,2,Detached,197,2360,2749,2,1969,1987,1998,9,530000
2953,27131,1,Bungalow,,1447,917,1,1974,,1996,3,209500
2954,27137,2,Town,206,1330,1782,2,1966,,1998,7,271000
2955,27119,2,Detached,261,1898,2272,3,1962,1977,1997,12,379000
2956,27134,2,Cottage,,1211,1682,2,1961,1982,1999,4,255000
2957,27119,3,Ranch,295,2000,3775,3,1978,,1996,4,685500
2958,27134,2,Detached,,1385,1967,2,1966,1989,2003,2,241000
2959,27134,1,Bungalow,,1157,859,1,1982,,2002,7,144500
2960,27137,3,Detached,,1326,2426,3,1965,,1999,10,382000
2961,27134,2,Town,,851,1194,2,1986,,2003,10,185500
2962,27127,2,Detached,,1076,1687,2,1982,,2001,6,218500
2963,27119,3,Town,,1027,1853,3,1972,,1995,11,296500
2964,27127,1,Bungalow,,915,616,1,1974,,1998,2,80000
2965,27121,2,Farm,192,3208,2595,2,1976,,1999,9,600000
2966,27131,3,Detached,201,1633,3308,3,1971,1986,1999,7,620500
2967,27133,2,Cottage,219,2588,2286,2,1988,,1997,6,572500
2968,27137,3,Cottage,235,1740,3000,3,1989,,2002,6,701000
2969,27134,2,Ranch,,1901,2422,1,1960,1983,1999,2,394000
2970,27137,3,Cottage,219,2542,3970,3,1975,,2004,3,706000
2971,27119,2,Town,,1355,1908,1,1963,,1996,10,293500
2972,27134,2,Ranch,206,2439,2625,2,1971,,1999,1,402500
2973,27134,1,Bungalow,,882,666,1,1986,,1998,9,150500
2974,27134,2,Town,,1386,1862,2,1961,,2001,12,199000
2975,27134,2,Town,,1406,1803,2,1988,,2000,10,289000
2976,27121,1,Bungalow,228,2893,1158,1,1974,,2000,6,357500
2977,27127,2,Detached,,752,1264,2,1960,,2001,5,113500
2978,27115,3,Detached,365,3187,4096,3,1964,1979,1996,7,916000
2979,27134,1,Bungalow,,1445,982,1,1982,,1997,2,218500
2980,27134,2,Detached,,1098,1686,2,1983,,1996,2,307000
2981,27137,2,Detached,302,2162,2928,2,1965,,1996,7,452500
2982,27134,2,Cottage,200,1990,2360,2,1982,,1999,1,439500
2983,27121,3,Detached,,2215,2922,3,1978,,1999,10,656500
2984,27119,2,Farm,,1242,1499,1,1984,,1995,3,332500
2985,27137,2,Cottage,,1929,2081,2,1984,,1997,1,441000
2986,27137,2,Farm,,1261,1446,2,1987,,2002,3,316500
2987,27137,2,Ranch,,2067,2157,2,1970,,1999,8,371000
2988,27131,1,Bungalow,,1286,941,1,1967,,1999,2,183500
2989,27127,2,Farm,,772,1287,2,1967,,2000,6,130500
2990,27115,3,Detached,229,2199,4117,3,1963,1985,1999,10,927000
2991,27119,2,Detached,,869,1112,1,1984,,2000,9,243000
2992,27133,2,Farm,,1298,2031,2,1966,,2004,8,231000
2993,27121,2,Cottage,320,2605,2961,3,1981,,2000,12,753500
2994,27137,2,Detached,291,2567,2660,2,1981,,2001,1,577500
2995,27134,2,Cottage,,727,1061,2,1963,1979,2000,3,127500
2996,27134,2,Town,,1313,2080,2,1985,,2000,7,280000
2997,27137,3,Town,,1348,2474,3,1968,1988,1998,12,408000
2998,27115,2,Detached,331,4686,3467,3,1970,,1999,8,844500
2999,27137,1,Bungalow,,1248,622,1,1961,,2002,9,144000
3000,27137,2,Farm,,757,1214,2,1979,,2003,11,215000
3001,27133,1,Bungalow,,1627,1091,1,1961,1975,2003,4,160500
3002,27134,2,Cottage,,921,1502,1,1982,,1998,6,250000
3003,27119,3,Cottage,,1745,2597,3,1986,,1996,2,568000
3004,27133,1,Bungalow,,1395,938,1,1963,1989,1997,8,229500
3005,27115,3,Detached,,1224,1937,3,1981,,2004,10,451000
3006,27127,2,Cottage,,913,1275,1,1960,1983,2000,2,131000
3007,27121,2,Detached,,943,1085,3,1981,,2003,11,257000
3008,27134,2,Detached,,1292,1809,2,1973,,1999,5,296000
3009,27133,2,Cottage,,1957,2143,3,1963,,1995,4,351500
3010,27137,2,Farm,,2020,2059,1,1988,,1997,2,523500
3011,27134,2,Ranch,,977,1352,2,1986,,2004,9,203000
3012,27133,2,Cottage,,1480,2052,2,1989,,2003,7,309500
3013,27119,3,Town,,1307,2379,3,1982,,2003,12,446000
3014,27127,1,Bungalow,,652,513,1,1978,,1995,11,69000
3015,27133,1,Bungalow,,877,632,1,1982,,1998,12,174000
3016,27134,2,Cottage,,859,1181,2,1968,,2003,3,133500
3017,27119,3,Town,,832,1546,3,1965,,1996,7,228500
3018,27137,2,Cottage,,1395,1389,3,1970,,2000,4,266500
3019,27115,2,Cottage,331,3132,3141,2,1964,,2003,7,640500
3020,27119,2,Farm,,1022,1226,2,1968,,1999,7,206000
3021,27134,2,Cottage,,1069,1699,2,1986,,1999,10,237500
3022,27134,2,Town,,1520,1655,2,1979,,1997,12,310000
3023,27119,3,Detached,,1157,1820,3,1981,,1997,8,327000
3024,27115,3,Detached,351,3528,5060,3,1977,,1999,11,1292500
3025,27134,1,Bungalow,,814,606,1,1965,1981,2001,12,92000
3026,27134,2,Detached,,1000,1712,2,1968,,1999,11,177000
3027,27137,2,Detached,261,2508,2351,3,1962,,1995,5,353500
3028,27134,2,Town,,1714,2331,1,1963,1980,2000,7,288000
3029,27131,1,Bungalow,,897,632,1,1980,,1995,3,151500
3030,27137,2,Cottage,,1695,1731,1,1964,,1998,5,282000
3031,27133,2,Farm,,1081,1698,2,1978,,1999,10,215500
3032,27119,3,Cottage,,950,1791,3,1981,,1998,7,313000
3033,27115,1,Bungalow,221,1386,723,1,1981,,2003,12,270000
3034,27127,2,Farm,,751,1018,2,1982,,1996,12,132000
3035,27133,2,Town,,818,1184,2,1981,,2004,4,169000
3036,27137,1,Bungalow,,2480,1238,1,1981,,2001,2,323000
3037,27134,2,Detached,,1236,1734,2,1981,,1999,6,285000
3038,27134,2,Town,202,2293,2582,1,1966,1983,1999,2,416000
3039,27133,2,Detached,,1067,1506,3,1970,,1999,6,245000
3040,27127,1,Bungalow,,968,725,1,1969,,1996,2,88000
3041,27131,2,Town,,790,1048,1,1964,,2004,3,174000
3042,27115,3,Detached,,1194,2347,3,1989,,1999,4,601500
3043,27119,1,Bungalow,,2505,1277,1,1970,,1998,1,269000
3044,27134,2,Farm,,1110,1687,2,1981,,2002,9,240000
3045,27134,2,Town,,963,1450,2,1985,,1999,10,206500
3046,27127,2,Detached,,637,1009,1,1964,,1995,1,87500
3047,27133,1,Bungalow,,658,505,1,1989,,2000,9,96000
3048,27131,2,Detached,,1092,1444,2,1976,,1996,3,278500
3049,27137,3,Detached,,1051,1621,3,1977,,2004,11,298000
3050,27137,2,Detached,,1430,1537,2,1985,,1997,7,325500
3051,27127,2,Farm,,1131,1615,2,1967,,1999,6,163500
3052,27137,2,Farm,190,1715,2343,2,1969,1982,1996,5,433000
3053,27119,1,Bungalow,,941,560,1,1968,1986,1997,7,127000
3054,27127,2,Cottage,,656,1018,2,1984,,2003,3,132000
3055,27119,2,Farm,,1770,1775,2,1971,,1997,2,302000
3056,27134,3,Detached,204,1553,3313,3,1977,,1999,3,481000
3057,27134,2,Farm,,914,1499,2,1985,,2003,2,203000
3058,27121,3,Detached,,2056,2717,3,1980,,2001,1,607500
3059,27115,3,Detached,317,2230,4226,3,1961,,1999,7,780000
3060,27137,2,Detached,,968,1374,3,1976,,1997,7,254500
3061,27121,2,Detached,313,2565,2515,2,1961,,2003,1,464000
3062,27133,2,Cottage,,886,1425,2,1964,1982,2001,3,168000
3063,27121,1,Bungalow,334,2778,1172,1,1966,,1996,11,341000
3064,27127,2,Farm,,1448,2190,2,1971,,2000,5,239000
3065,27119,2,Detached,191,1744,2290,1,1967,,1998,2,362500
3066,27115,1,Bungalow,,961,513,1,1970,,2001,5,156000
3067,27134,2,Ranch,233,2386,2469,2,1975,,1996,11,421000
3068,27127,2,Detached,,907,1294,2,1978,,1996,10,157000
3069,27137,1,Bungalow,,802,554,1,1989,,1998,4,148000
3070,27133,2,Ranch,,788,1079,2,1977,,2000,8,142000
3071,27119,2,Detached,,2409,2875,3,1961,,1998,5,439000
3072,27134,2,Cottage,,1424,1943,2,1963,1982,1999,12,235500
3073,27131,1,Bungalow,,2077,1064,1,1961,1981,1998,10,247500
3074,27137,2,Detached,249,2080,2431,2,1971,,1998,5,432500
3075,27119,2,Town,,1552,1877,2,1974,,1996,3,329500
3076,27115,1,Bungalow,390,3242,1389,1,1963,1982,2004,12,522500
3077,27134,2,Town,,1366,1772,1,1975,,1998,5,299000
3078,27115,2,Detached,307,2453,2101,2,1971,,2003,1,483000
3079,27127,2,Cottage,,1336,2234,1,1964,1978,2001,1,228500
3080,27121,2,Cottage,235,2331,2616,2,1969,,2003,6,584000
3081,27133,1,Bungalow,201,2858,1526,1,1978,,1995,4,427500
3082,27119,1,Bungalow,,1100,597,1,1981,,1999,11,158000
3083,27127,1,Bungalow,,1026,759,1,1978,,1998,7,113500
3084,27134,1,Bungalow,,1257,901,1,1989,,1999,9,176000
3085,27115,3,Detached,,2504,2969,3,1978,,2000,10,758000
3086,27137,3,Detached,209,2847,4034,3,1972,,1998,2,717000
3087,27137,2,Town,,1000,1027,2,1984,,2001,7,218000
3088,27119,2,Farm,,2473,2602,2,1969,1988,2003,6,514500
3089,27133,2,Detached,,717,1020,2,1971,,2003,3,114500
3090,27137,1,Bungalow,,1230,755,1,1968,,1998,4,157000
3091,27131,2,Ranch,288,2308,2825,1,1969,,2003,9,483500
3092,27137,3,Detached,,1488,2424,3,1962,1975,2003,2,363500
3093,27115,3,Detached,,1459,2039,3,1980,,1997,7,523000
3094,27133,2,Farm,275,2462,2186,2,1971,1983,1997,5,444500
3095,27134,2,Town,,919,1312,2,1979,,2000,8,180500
3096,27121,3,Town,,953,1868,3,1969,1983,2002,6,386500
3097,27137,2,Detached,264,1984,2363,2,1965,,2003,9,387000
3098,27119,2,Farm,,1968,2048,2,1970,,2000,3,378500
3099,27131,2,Town,,1046,1143,2,1964,1989,1998,1,215000
3100,27131,3,Town,,1501,2324,3,1987,,2000,3,483500
3101,27121,2,Detached,261,2572,2504,2,1965,,2001,2,493500
3102,27133,2,Farm,,915,1357,2,1973,,2002,2,161000
3103,27134,2,Town,,1648,2022,3,1971,,1996,12,316000
3104,27134,1,Bungalow,,649,540,1,1962,,2003,10,64500
3105,27119,2,Ranch,,846,1110,2,1961,1989,2000,8,201500
3106,27133,2,Town,,1120,1772,1,1964,,2003,7,195000
3107,27134,2,Cottage,,1623,2244,2,1983,,1999,12,321500
3108,27134,2,Farm,,1251,2109,2,1980,,2001,11,270500
3109,27131,2,Detached,,2110,2673,2,1963,,1996,4,399500
3110,27137,1,Bungalow,242,2989,1380,1,1962,1988,1998,9,343000
3111,27137,2,Detached,,1506,1556,3,1983,,2002,7,370000
3112,27119,3,Detached,245,2519,3771,3,1980,,1997,1,726000
3113,27134,2,Detached,,1550,2253,2,1986,,1996,6,403500
3114,27134,2,Detached,196,1767,1968,2,1977,,1997,6,351000
3115,27121,2,Detached,,970,1171,1,1967,,1995,10,235500
3116,27134,2,Cottage,,1691,2429,2,1989,,1999,6,515500
3117,27121,3,Detached,316,2079,3399,3,1978,,1998,12,694000
